node_id,node_type,specialization_label,label_definition
R_009831,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009832,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009833,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009834,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009835,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009836,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009837,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009838,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009839,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009840,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009841,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009842,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009843,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009844,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009845,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009846,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009847,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009848,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009849,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009850,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009851,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009852,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009853,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009854,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009855,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009856,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009857,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009858,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009859,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009860,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009861,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009862,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009863,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_009864,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_009865,CV,specialized,specialized if exactly one skill community; generalist if more than one
